Node 187095.  Size = 223, Solutions = 114059301025943970552219. After quantification for column 0
Node 191611.  Size = 333, Solutions = 19138284297300917293935055904. After quantification for column 1
Node 196895.  Size = 440, Solutions = 1855540887025692052322153672800. After quantification for column 2
Node 202921.  Size = 545, Solutions = 16562688081679737169743223241931. After quantification for column 3
Node 209675.  Size = 648, Solutions = 54544862679063144462136240382279. After quantification for column 4
Node 217143.  Size = 749, Solutions = 110259090924494497409092260379667. After quantification for column 5
Node 225311.  Size = 848, Solutions = 170904675065921127958961117100407. After quantification for column 6
Node 234165.  Size = 945, Solutions = 226672487064010776867657100777067. After quantification for column 7
Node 243691.  Size = 1040, Solutions = 272900267469247643029312648254436. After quantification for column 8
Node 253875.  Size = 1133, Solutions = 308598562505365029726457492187877. After quantification for column 9
Node 264703.  Size = 1224, Solutions = 334700572107791201692864333942717. After quantification for column 10
Node 276161.  Size = 1313, Solutions = 352908507457588118054512390526917. After quantification for column 11
Node 288235.  Size = 1400, Solutions = 365065603587870432196028878253644. After quantification for column 12
Node 300911.  Size = 1485, Solutions = 372845493226221865284948932088054. After quantification for column 13
Node 314175.  Size = 1568, Solutions = 377620099615772965070881247116566. After quantification for column 14
Node 328013.  Size = 1649, Solutions = 380430836636772429788020441174012. After quantification for column 15
Node 342411.  Size = 1728, Solutions = 382018077213523758269823510604255. After quantification for column 16
Node 357355.  Size = 1805, Solutions = 382877832583307251353204843882255. After quantification for column 17
Node 372831.  Size = 1880, Solutions = 383324458752529740610014563216295. After quantification for column 18
Node 388825.  Size = 1953, Solutions = 383546912940793345854169181960244. After quantification for column 19
Node 405323.  Size = 2024, Solutions = 383653111685285154336278664527364. After quantification for column 20
Node 422311.  Size = 2093, Solutions = 383701685542851115369849986328185. After quantification for column 21
Node 439775.  Size = 2160, Solutions = 383722961048902552676221564928777. After quantification for column 22
Node 457701.  Size = 2225, Solutions = 383731879896713749741012660895852. After quantification for column 23
Node 476075.  Size = 2288, Solutions = 383735456032318046588384627646780. After quantification for column 24
Node 494883.  Size = 2349, Solutions = 383736826556814748264782212374929. After quantification for column 25
Node 514111.  Size = 2408, Solutions = 383737328186695893976404860032649. After quantification for column 26
Node 533745.  Size = 2465, Solutions = 383737503382181792457914264802320. After quantification for column 27
Node 553771.  Size = 2520, Solutions = 383737561711237739633684340112080. After quantification for column 28
Node 574175.  Size = 2573, Solutions = 383737580204199795613275079897788. After quantification for column 29
Node 594943.  Size = 2624, Solutions = 383737585780910353994942167792572. After quantification for column 30
Node 616061.  Size = 2673, Solutions = 383737587378405566031357219012432. After quantification for column 31
Node 637515.  Size = 2720, Solutions = 383737587812490179092201268894352. After quantification for column 32
Node 659291.  Size = 2765, Solutions = 383737587924203130982859664084552. After quantification for column 33
Node 681375.  Size = 2808, Solutions = 383737587951384899922153504020232. After quantification for column 34
Node 703753.  Size = 2849, Solutions = 383737587957626103960519731452272. After quantification for column 35
Node 726411.  Size = 2888, Solutions = 383737587958975553482328645491632. After quantification for column 36
Node 749335.  Size = 2925, Solutions = 383737587959249660416446081155877. After quantification for column 37
Node 772511.  Size = 2960, Solutions = 383737587959301829856722198966677. After quantification for column 38
Node 795925.  Size = 2993, Solutions = 383737587959311105902608029097832. After quantification for column 39
