Node 115311.  Size = 175, Solutions = 1100087778366101931. After quantification for column 0
Node 118843.  Size = 261, Solutions = 13936325297090390342516. After quantification for column 1
Node 122975.  Size = 344, Solutions = 492142686470515266198964. After quantification for column 2
Node 127681.  Size = 425, Solutions = 2663218699642296560247087. After quantification for column 3
Node 132947.  Size = 504, Solutions = 6597465794963340003483879. After quantification for column 4
Node 138759.  Size = 581, Solutions = 11165505019601821106852981. After quantification for column 5
Node 145103.  Size = 656, Solutions = 15372047583135266425600052. After quantification for column 6
Node 151965.  Size = 729, Solutions = 18761593878111538778829274. After quantification for column 7
Node 159331.  Size = 800, Solutions = 21263857799926091205295269. After quantification for column 8
Node 167187.  Size = 869, Solutions = 22991677980245638964237580. After quantification for column 9
Node 175519.  Size = 936, Solutions = 24117213530208452029001032. After quantification for column 10
Node 184313.  Size = 1001, Solutions = 24811125126590584324301165. After quantification for column 11
Node 193555.  Size = 1064, Solutions = 25216450096959186176832610. After quantification for column 12
Node 203231.  Size = 1125, Solutions = 25440827610560343006187140. After quantification for column 13
Node 213327.  Size = 1184, Solutions = 25558533916614904941605892. After quantification for column 14
Node 223829.  Size = 1241, Solutions = 25617031105979797230072975. After quantification for column 15
Node 234723.  Size = 1296, Solutions = 25644559195184789938765291. After quantification for column 16
Node 245995.  Size = 1349, Solutions = 25656817797410833731155073. After quantification for column 17
Node 257631.  Size = 1400, Solutions = 25661979314137615533216473. After quantification for column 18
Node 269617.  Size = 1449, Solutions = 25664032190108494872243769. After quantification for column 19
Node 281939.  Size = 1496, Solutions = 25664802565739357908656181. After quantification for column 20
Node 294583.  Size = 1541, Solutions = 25665074977977811482362190. After quantification for column 21
Node 307535.  Size = 1584, Solutions = 25665165610404971839587630. After quantification for column 22
Node 320781.  Size = 1625, Solutions = 25665193933038459451220580. After quantification for column 23
Node 334307.  Size = 1664, Solutions = 25665202230373340328994740. After quantification for column 24
Node 348099.  Size = 1701, Solutions = 25665204504162225954154005. After quantification for column 25
Node 362143.  Size = 1736, Solutions = 25665205085587694424514365. After quantification for column 26
Node 376425.  Size = 1769, Solutions = 25665205223928792858823080. After quantification for column 27
Node 390931.  Size = 1800, Solutions = 25665205254459242168463624. After quantification for column 28
Node 405647.  Size = 1829, Solutions = 25665205260685846961877156. After quantification for column 29
Node 420559.  Size = 1856, Solutions = 25665205261854476600523684. After quantification for column 30
Node 435653.  Size = 1881, Solutions = 25665205262055334819666056. After quantification for column 31
Node 450915.  Size = 1904, Solutions = 25665205262086769477667624. After quantification for column 32
Node 466331.  Size = 1925, Solutions = 25665205262091218868597993. After quantification for column 33
Node 481887.  Size = 1944, Solutions = 25665205262091783870620897. After quantification for column 34
Node 497569.  Size = 1961, Solutions = 25665205262091847605605188. After quantification for column 35
Node 513363.  Size = 1976, Solutions = 25665205262091853914766772. After quantification for column 36
Node 529255.  Size = 1989, Solutions = 25665205262091854454366118. After quantification for column 37
Node 545231.  Size = 2000, Solutions = 25665205262091854493432134. After quantification for column 38
Node 561277.  Size = 2009, Solutions = 25665205262091854495760196. After quantification for column 39
Node 577379.  Size = 2016, Solutions = 25665205262091854495869844. After quantification for column 40
Node 593523.  Size = 2021, Solutions = 25665205262091854495873671. After quantification for column 41
Node 609695.  Size = 2024, Solutions = 25665205262091854495873759. After quantification for column 42
Node 625881.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 43
Node 642070.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 44
Node 658259.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 45
Node 674448.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 46
Node 690637.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 47
Node 706826.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 48
Node 723015.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 49
Node 739204.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 50
Node 755393.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 51
Node 771582.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 52
Node 787771.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 53
Node 803960.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 54
Node 820149.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 55
Node 836338.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 56
Node 852527.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 57
Node 868716.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 58
Node 884905.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 59
Node 901094.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 60
Node 917283.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 61
Node 933472.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 62
Node 949661.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 63
Node 965850.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 64
Node 982039.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 65
Node 998228.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 66
Node 1014417.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 67
Node 1030606.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 68
Node 1046795.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 69
Node 1062984.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 70
Node 1079173.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 71
Node 1095362.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 72
Node 1111551.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 73
Node 1127740.  Size = 2025, Solutions = 25665205262091854495873760. After quantification for column 74
