Resolution forest(8): Generated 251889 trees, of which 135135 are full in 1.29 seconds
Resolution forest(6): Generated 1881 trees, of which 945 are full in 0.01 seconds
Node 49132.  Size = 440. Before quantification for pigeon 1
Node 49460.  Size = 112. After quantification for pigeon 1
Node 62711.  Size = 701. Before quantification for pigeon 2
Node 63142.  Size = 164. After quantification for pigeon 2
Node 76649.  Size = 952. Before quantification for pigeon 3
Node 77179.  Size = 214. After quantification for pigeon 3
Node 90932.  Size = 1193. Before quantification for pigeon 4
Node 91557.  Size = 262. After quantification for pigeon 4
Node 105546.  Size = 1424. Before quantification for pigeon 5
Node 106262.  Size = 308. After quantification for pigeon 5
Node 120477.  Size = 1645. Before quantification for pigeon 6
Node 121280.  Size = 352. After quantification for pigeon 6
Node 135711.  Size = 1856. Before quantification for pigeon 7
Node 136597.  Size = 394. After quantification for pigeon 7
Node 151234.  Size = 2057. Before quantification for pigeon 8
Node 152199.  Size = 434. After quantification for pigeon 8
Node 167032.  Size = 2248. Before quantification for pigeon 9
Node 168072.  Size = 472. After quantification for pigeon 9
Node 183091.  Size = 2429. Before quantification for pigeon 10
Node 184202.  Size = 508. After quantification for pigeon 10
Node 199397.  Size = 2600. Before quantification for pigeon 11
Node 200575.  Size = 542. After quantification for pigeon 11
Node 215936.  Size = 2761. Before quantification for pigeon 12
Node 217177.  Size = 574. After quantification for pigeon 12
Node 232694.  Size = 2912. Before quantification for pigeon 13
Node 233994.  Size = 604. After quantification for pigeon 13
Node 249657.  Size = 3053. Before quantification for pigeon 14
Node 251012.  Size = 632. After quantification for pigeon 14
Node 266811.  Size = 3184. Before quantification for pigeon 15
Node 268217.  Size = 658. After quantification for pigeon 15
Node 284142.  Size = 3305. Before quantification for pigeon 16
Node 285595.  Size = 682. After quantification for pigeon 16
Node 301636.  Size = 3416. Before quantification for pigeon 17
Node 303132.  Size = 704. After quantification for pigeon 17
Node 319279.  Size = 3517. Before quantification for pigeon 18
Node 320814.  Size = 724. After quantification for pigeon 18
Node 337057.  Size = 3608. Before quantification for pigeon 19
Node 338627.  Size = 742. After quantification for pigeon 19
Node 354956.  Size = 3689. Before quantification for pigeon 20
Node 356557.  Size = 758. After quantification for pigeon 20
Node 372962.  Size = 3760. Before quantification for pigeon 21
Node 374590.  Size = 772. After quantification for pigeon 21
Node 391061.  Size = 3821. Before quantification for pigeon 22
Node 392712.  Size = 784. After quantification for pigeon 22
Node 409239.  Size = 3872. Before quantification for pigeon 23
Node 410909.  Size = 794. After quantification for pigeon 23
