c ---- [ banner ] ------------------------------------------------------------
c
c KISSAT SAT Solver
c Copyright (c) 2019-2020 Armin Biere JKU Linz
c 
c Version 1.0.3 baef4609163f542dc08f43aef02ce8da0581a2b5
c Apple clang version 11.0.3 (clang-1103.0.32.29) -W -Wall -O3 -DNEMBEDDED -DNDEBUG -DNMETRICS -DNSTATISTICS
c Wed Aug 12 21:38:16 EDT 2020 Darwin BRYANT-MC2.VLSI.CS.CMU.EDU 19.5.0 x86_64
c
c ---- [ proving ] -----------------------------------------------------------
c
c opened and writing proof to DRAT file:
c 
c   pigeon-tseitin-012-cdcl.drat
c
c ---- [ parsing ] -----------------------------------------------------------
c
c opened and reading DIMACS file:
c 
c   pigeon-tseitin-012-cdcl.cnf
c 
c parsed 'p cnf 300 433' header
c closing input after reading 16976 bytes (17 KB)
c finished parsing after 0.00 seconds
c
c ---- [ options ] -----------------------------------------------------------
c
c --stable=0                       (different from default '1')
c
c ---- [ solving ] -----------------------------------------------------------
c
c  seconds reductions redundant irredundant
c         MB   restarts    trail   variables
c          level  conflicts   glue     remaining
c
c *  0.00  0 0  0  0   0   0 0% 0 433 300 100%
c {  0.00  0 0  0  0   0   0 0% 0 433 300 100%
c -  0.01  0 13  1  0 300  65 87% 10 433 300 100%
c u  0.01  0 16  1  9 401 152 86% 11 433 300 100%
c -  0.02  0 29  2 68 900 157 88% 11 433 300 100%
c O  0.02  0 35  2 68 1002 245 88% 11 433 300 100%
c u  0.02  0 31  2 81 1201 428 87% 11 433 300 100%
c -  0.04  0 33  3 104 1800 278 89% 10 433 300 100%
c e  0.04  0 33  3 104 2000 463 89% 10 393 203 67%
c u  0.05  0 32  3 150 2402 350 89% 10 393 203 67%
c -  0.06  0 32  4 183 3000 313 90% 10 393 203 67%
c I  0.06  0 32  4 183 3004 317 90% 10 393 203 67%
c u  0.08  0 30  4 269 4003 1178 89% 10 393 203 67%
c -  0.10  0 31  5 330 4500 643 89% 10 393 203 67%
c ^  0.12  0 31  5 464 6001 2036 90% 10 393 203 67%
c u  0.13  0 31  5 464 6005 1955 90% 10 393 203 67%
c v  0.13  0 31  5 464 6005 1954 90% 10 393 203 67%
c B  0.13  0 31  5 464 6006 1955 90% 10 393 203 67%
c -  0.14  0 31  6 500 6301 890 90% 10 393 203 67%
c -  0.19  0 30  7 693 8401 1360 89% 10 393 203 67%
c
c  seconds  reductions   redundant  irredundant
c         MB    restarts        trail    variables
c          level    conflicts       glue     remaining
c
c u  0.20  0 30  7 693 8406 1229 89% 10 393 203 67%
c W  0.27  0 30  7 888 10008 2709 89% 10 393 203 67%
c -  0.29  0 30  8 968 10802 1618 89% 10 393 203 67%
c u  0.31  0 29  8 968 11206 1906 89% 10 393 203 67%
c e  0.33  0 29  8 1049 12002 2650 88% 10 415 175 58%
c -  0.36  0 28  9 1115 13502 908 88% 10 415 175 58%
c u  0.40  0 28  9 1153 14408 1586 89% 10 415 175 58%
c w  0.40  0 28  9 1153 14408 1586 89% 10 415 175 58%
c O  0.41  0 28  9 1178 15009 2123 89% 10 415 175 58%
c -  0.45  0 27 10 1314 16502 1779 89% 10 415 175 58%
c u  0.49  0 28 10 1324 18009 3087 89% 10 415 175 58%
c v  0.49  0 28 10 1324 18009 3085 89% 10 415 175 58%
c -  0.54  0 27 11 1495 19803 2795 89% 10 415 175 58%
c ^  0.54  0 27 11 1510 20003 2970 89% 10 415 175 58%
c B  0.56  0 27 11 1558 21012 3884 89% 10 415 175 58%
c u  0.60  0 27 11 1636 22009 4781 89% 10 415 175 58%
c v  0.60  0 27 11 1636 22009 4771 89% 10 415 175 58%
c -  0.65  0 27 12 1763 23403 3467 88% 10 415 175 58%
c u  0.73  0 26 12 1981 26409 6101 88% 10 415 175 58%
c v  0.73  0 26 12 1981 26409 6095 88% 10 415 175 58%
c
c  seconds  reductions     redundant  irredundant
c         MB     restarts         trail    variables
c          level      conflicts       glue     remaining
c
c -  0.76  0 26 13 2005 27303 3595 88% 10 415 175 58%
c W  0.81  0 25 13 2048 28014 4217 87% 10 415 175 58%
